"","installment","int_rate","last_pymnt_amnt","loan_amnt","purpose","application_type","revol_bal","dti","delinq_2yrs","mes","ano","grade","inq_last_6mths","mort_acc","open_acc","revol_util","total_acc","addr_state","annual_inc","emp_length","home_ownership","verification_status","loan_status"
"3422",598.83,15.31,6.39,10.13,"2",1,9.68,14.54,0,"6","2","2",1,1,9,55,22,"3",11.28,"0","3","0","1"
"3423",187.3,13.11,5.23,8.62,"1",1,9.01,11.04,1,"7","2","1",1,1,10,43.7,21,"4",10.31,"2","3","0","1"
"3424",239.56,12.12,5.48,8.88,"1",1,8.46,25.47,0,"12","2","1",1,1,21,27.5,40,"1",10.6,"0","3","0","1"
"3425",350.59,15.8,5.86,9.21,"1",1,8.69,24.49,0,"12","2","2",1,0,11,44.5,39,"2",10.63,"1","1","1","1"
"3426",233.87,16.29,5.45,8.8,"1",1,8.6,17.97,0,"6","1","2",1,0,7,54.9,11,"4",10.46,"1","1","1","1"
"3427",477.5,17.77,5.48,9.49,"1",1,7.64,21.52,1,"2","1","3",0,0,14,50.9,22,"1",10.71,"0","1","2","1"
"3428",495.24,13.11,6.21,9.59,"0",1,9.69,15.02,0,"11","1","1",0,0,21,56.5,27,"1",10.52,"0","2","2","1"
"3429",239.55,14.09,5.48,8.85,"2",1,7.83,25.32,0,"12","1","1",1,0,5,78.6,9,"0",10.5,"1","2","0","1"
"3430",327.59,18.49,5.79,9.1,"0",1,9.25,7.8,0,"12","2","3",0,0,5,76.2,11,"4",10.82,"0","2","1","1"
"3431",199.63,12.12,5.3,8.7,"0",1,10.16,17.91,0,"2","2","1",1,1,12,68.1,35,"0",11.75,"1","3","1","1"
"3432",172.35,15.31,5.15,8.51,"1",1,9.54,26.79,0,"12","1","2",1,0,9,51.3,10,"3",9.74,"1","2","1","1"
"3433",324.5,14.33,5.78,9.15,"1",1,9.06,18.56,0,"11","2","2",1,0,17,46.8,24,"2",10.43,"2","2","1","1"
"3434",377.07,8.9,5.93,9.38,"1",1,9.81,14.43,0,"8","2","0",0,0,6,65.4,10,"1",10.46,"1","2","1","1"
"3435",171.7,14.33,4.99,8.52,"0",1,9.37,19.99,0,"12","2","2",0,1,9,83.1,15,"3",10.69,"2","3","1","1"
"3436",753.62,21.49,4.13,10.22,"1",1,8.5,12.31,0,"1","1","3",0,1,6,80.9,12,"2",11.16,"0","3","0","1"
"3437",122.28,12.12,4.81,8.21,"1",1,8.68,13.29,0,"1","0","1",1,0,7,68.3,16,"0",10.47,"0","2","1","1"
"3438",104.46,15.31,4.65,8.01,"1",1,7.08,9.07,1,"6","1","2",1,1,8,49.5,15,"1",10.67,"1","3","1","1"
"3439",641.52,18.49,6.46,10.13,"0",1,9.73,13.36,0,"6","2","3",0,1,17,63.2,42,"3",12.08,"1","1","2","1"
"3440",343.39,14.33,5.93,9.21,"2",1,8.83,18,0,"12","2","2",0,0,11,63.2,35,"3",10.28,"2","3","2","1"
"3441",902.29,23.28,6.8,10.37,"1",1,9.95,21.71,0,"4","2","3",1,1,12,88.8,30,"3",11.29,"1","3","2","1"
"3442",459.19,7.9,6.13,9.59,"1",1,7.49,15.18,0,"12","2","0",0,1,15,21.7,36,"3",11.08,"1","3","0","1"
"3443",578.19,11.14,6.36,9.78,"1",1,9.03,26.11,0,"11","1","1",0,0,13,33.9,17,"1",10.71,"0","2","1","1"
"3444",400.39,14.09,5.99,9.37,"2",1,9.14,3.57,0,"2","2","1",0,0,2,66.6,9,"1",10.46,"1","2","1","1"
"3445",423.72,17.27,6.05,9.74,"1",1,9.44,26.62,0,"4","2","2",1,1,7,75.4,18,"4",10.67,"2","3","0","1"
"3446",363.99,18.49,5.9,9.21,"0",1,8.77,19.55,0,"6","0","3",1,1,11,76.8,13,"3",10.71,"0","3","1","1"
"3447",389.28,12.12,6.66,9.37,"1",1,9.55,20.91,0,"4","1","1",0,0,9,64.2,13,"1",10.46,"0","2","1","1"
"3448",412.06,14.33,3.23,9.39,"0",1,9.39,31.39,0,"12","2","2",0,0,15,58.2,19,"4",10.71,"1","1","0","1"
"3449",630.38,19.05,6.45,10.1,"0",1,10.25,25.62,0,"5","2","3",0,0,17,65,30,"4",11.08,"1","2","0","1"
"3450",175.3,15.8,5.17,8.52,"1",1,8.62,5.87,0,"5","1","2",1,0,6,20.8,16,"3",10.51,"1","3","1","1"
"3451",757.84,24.7,6.63,10.16,"1",1,10.08,11.35,0,"8","2","3",0,1,11,86.4,26,"0",11.1,"2","3","0","1"
"3452",126.58,14.33,5.02,8.59,"1",1,6.62,29.85,0,"7","1","2",0,1,9,35.7,18,"3",10.58,"0","3","2","1"
"3453",233.72,7.62,5.45,8.92,"2",1,9.67,8.71,0,"1","2","0",0,1,12,42.1,29,"1",11.35,"2","3","1","1"
"3454",292.81,17.77,5.68,9,"1",1,8.58,19.11,1,"7","2","3",1,1,9,68.2,29,"3",10.6,"2","3","0","1"
"3455",143.15,17.27,4.96,8.29,"0",1,9.15,21.48,1,"12","2","2",1,1,10,79.9,23,"1",10.78,"1","3","1","1"
"3456",661.81,22.95,6.49,10.06,"2",1,9.84,28.4,0,"3","1","3",1,1,19,67.4,32,"1",11,"2","3","0","1"
"3457",205.33,14.09,5.32,8.7,"1",1,9.29,31.59,0,"3","2","1",0,0,4,72.4,12,"4",9.95,"0","2","0","1"
"3458",550.22,19.05,6.31,9.62,"1",1,9.11,8.52,0,"10","2","3",1,1,11,73.3,19,"1",10.6,"1","3","2","1"
"3459",303.72,14.09,5.72,9.09,"1",1,9.38,34.09,0,"2","2","1",0,0,11,80.2,15,"3",10.26,"1","2","0","1"
"3460",733.63,19.05,6.54,9.9,"1",1,9.44,7.29,0,"5","2","3",1,1,9,64.6,20,"1",11,"2","2","0","1"
"3461",144.15,17.77,5.04,8.29,"2",1,7.89,11.85,1,"8","2","3",0,1,5,22.3,17,"1",10.58,"2","3","1","1"
"3462",236.23,13.11,6.19,8.85,"1",1,9.61,24.68,0,"6","2","1",1,0,16,57.5,24,"1",10.37,"0","1","2","1"
"3463",887.5,22.47,6.79,10.37,"1",1,10.23,20.13,1,"12","2","3",1,1,12,72.5,24,"0",11.29,"2","3","0","1"
"3464",506.21,13.11,6.23,9.62,"2",1,9.46,8.31,0,"6","2","1",0,0,12,49.1,28,"1",11.08,"1","2","2","1"
"3465",208.91,15.31,6.07,8.7,"1",1,8.87,9.45,0,"5","1","2",1,0,5,86.4,7,"4",10.09,"1","2","1","1"
"3466",147.65,13.11,4.99,8.38,"1",1,9.34,8.25,0,"2","2","1",0,0,10,69.9,11,"0",10.62,"1","2","1","1"
"3467",553.11,19.72,6.32,9.95,"1",1,10.15,26.99,0,"1","1","3",1,0,22,77.9,39,"4",10.92,"2","2","0","1"
"3468",618.09,14.33,6.43,9.8,"0",1,9.69,13.71,0,"11","1","2",0,0,16,83.5,20,"1",11.16,"0","2","2","1"
"3469",196.84,11.14,5.28,8.7,"1",1,7.68,11.76,1,"10","1","1",1,0,7,46,10,"0",10.71,"0","2","2","1"
"3470",295.29,12.12,5.69,9.09,"1",1,9.17,18.51,0,"3","1","1",0,0,22,21.2,41,"4",10.6,"1","2","0","1"
"3471",298.27,6.03,5.7,9.19,"2",1,8.07,3.79,0,"10","2","0",0,0,6,7.1,11,"1",10.62,"0","2","1","1"
"3472",736.23,15.8,6.6,9.95,"1",1,8.73,15.59,0,"6","2","2",1,0,7,77.9,13,"1",11.51,"2","2","0","1"
"3473",315.53,15.8,5.75,9.1,"1",1,8.65,23.95,1,"6","2","2",1,1,12,50.6,43,"3",11.23,"2","3","1","1"
"3474",146.24,15.31,0.25,8.34,"2",1,8.32,16.1,0,"2","0","2",1,0,5,56.4,7,"4",9.65,"0","1","2","1"
"3475",467.11,22.47,6.15,9.73,"2",1,10.53,21.29,0,"4","2","3",1,1,6,94,17,"1",10.65,"2","2","0","1"
"3476",514.92,19.72,6.24,9.88,"1",1,9.07,19.73,1,"7","2","3",1,0,13,55.3,33,"0",10.83,"1","2","0","1"
"3477",572.6,17.27,6.35,9.68,"1",1,9.95,24.7,0,"4","2","2",1,1,15,71,25,"3",10.91,"1","3","1","1"
"3478",313.36,15.31,5.75,9.1,"0",1,9.29,5.04,0,"6","1","2",1,0,14,21.4,19,"1",10.6,"1","2","1","1"
"3479",495.2,20.49,6.2,9.83,"1",1,8.89,13.88,0,"1","1","3",1,1,12,36,18,"1",11.22,"1","3","0","1"
"3480",236.23,12.12,5.46,8.87,"1",1,9.06,16.57,0,"5","1","1",1,0,14,53.8,17,"1",10.49,"0","2","2","1"
"3481",486.97,21,6.19,9.8,"1",1,9.53,18.59,0,"6","2","3",0,0,10,64.4,23,"3",10.71,"0","2","2","1"
"3482",464.4,8.9,4.61,9.59,"1",1,10.38,14.95,0,"8","2","0",0,1,9,69.3,20,"0",11.02,"2","2","1","1"
"3483",296.1,8.9,5.69,9.14,"1",1,9.77,31.33,0,"10","1","0",0,1,15,69.4,26,"3",10.24,"1","3","0","1"
"3484",444.88,14.09,6.1,9.47,"1",1,8.82,10.57,0,"4","0","1",1,1,5,86.1,9,"0",11.18,"2","1","1","1"
"3485",412.06,14.33,6.74,9.39,"1",1,10.19,21.61,0,"7","2","2",1,1,17,86.7,29,"0",11.08,"0","3","1","1"
"3486",114.42,17.77,4.74,8.06,"1",1,9.67,24.6,0,"8","2","3",1,0,5,97.9,19,"4",10.6,"0","2","1","1"
"3487",550.22,19.05,6.29,9.62,"1",1,9.58,17.32,0,"2","2","3",1,0,20,44.9,36,"1",11.37,"2","2","0","1"
"3488",140.24,15.8,4.94,8.29,"1",1,8.23,4.76,1,"8","1","2",1,0,19,52.8,26,"3",10.86,"0","2","1","1"
"3489",343.39,14.33,5.84,9.21,"1",1,5.83,8.79,0,"1","0","2",1,0,7,14.2,12,"1",11.16,"2","2","1","1"
"3490",202.49,13.11,5.31,8.7,"2",1,8.74,17.19,0,"4","1","1",1,0,7,41.2,12,"0",11.16,"0","2","1","1"
"3491",374.6,13.11,5.91,9.31,"1",1,9.87,21.71,0,"8","2","1",0,0,8,56,22,"1",10.41,"2","2","1","1"
"3492",666.38,19.72,7.2,9.8,"0",1,9.65,14.07,0,"2","0","3",1,1,9,92.7,14,"3",11.23,"1","3","0","1"
"3493",510.43,13.11,6.24,9.62,"0",1,9.15,29.66,0,"7","1","1",1,1,17,25.9,27,"0",11.16,"2","3","1","1"
"3494",441.73,21.98,6.09,9.68,"2",1,9.95,22.98,0,"12","1","3",1,1,7,67.1,14,"2",11.18,"1","3","2","1"
"3495",445.36,14.33,6.1,9.85,"2",1,8.73,26.17,0,"11","1","2",1,1,17,29.2,54,"2",10.95,"0","3","0","1"
"3496",250.33,7.9,5.52,8.99,"0",1,8.06,16.46,0,"12","1","0",1,1,6,33.3,9,"3",10.46,"2","3","1","1"
"3497",773.02,21.98,6.65,10.24,"1",1,10.06,5.96,1,"2","2","3",1,1,6,72.2,21,"4",11.92,"2","3","0","1"
"3498",133.92,14.33,4.9,8.27,"0",1,9.79,17.32,0,"12","1","2",1,0,15,44.4,18,"4",10.25,"1","2","1","1"
"3499",277.71,7.9,5.63,9.09,"1",1,8.86,11.03,0,"12","1","0",0,0,4,52.1,4,"3",10.17,"0","2","1","1"
"3500",444.36,21,6.1,9.71,"2",1,10.13,31.63,0,"12","2","3",0,1,16,79,33,"4",10.93,"2","3","0","1"
"3501",643.73,13.11,6.47,9.86,"2",1,8.71,17.75,0,"4","0","1",0,0,6,61,7,"1",10.78,"1","2","2","1"
"3502",357.72,13.11,5.88,9.27,"0",1,9.1,7.98,0,"3","1","1",1,1,12,55.2,22,"3",11.08,"0","3","1","1"
"3503",350.69,18.75,5.86,9.17,"1",1,9.49,20.4,0,"3","2","3",1,0,22,77.7,33,"1",10.86,"0","2","2","1"
"3504",503.15,21.98,6.22,9.81,"1",1,9.63,17.69,0,"12","2","3",1,0,18,51.3,35,"1",10.76,"2","2","0","1"
"3505",550.22,19.05,6.31,9.62,"2",1,9.5,23.49,0,"12","2","3",0,1,9,73.2,19,"1",10.71,"1","2","0","1"
"3506",466.57,24.83,6.15,9.68,"1",1,9.17,21.85,0,"5","2","3",1,1,29,25.2,44,"1",11.29,"1","3","2","1"
"3507",323.44,17.77,7.61,9.1,"0",1,8.31,23.3,0,"4","0","3",1,0,10,31.9,17,"2",10.17,"1","2","0","1"
"3508",417.51,14.09,6.03,9.41,"1",1,9.34,16.05,0,"11","2","1",0,0,7,95.9,8,"3",10.71,"1","3","2","1"
"3509",635.41,16.29,6.45,9.8,"1",1,9.98,12.77,1,"12","2","2",1,1,12,63.8,36,"1",11.03,"2","3","2","1"
"3510",315.53,15.8,5.75,9.1,"1",1,10.06,18.52,0,"5","2","2",1,1,14,60.2,31,"0",11,"2","3","0","1"
"3511",49.43,16.29,3.9,7.24,"1",1,8.7,11.72,1,"7","2","2",1,0,6,72.3,7,"3",10.43,"2","1","0","1"
"3512",549.42,14.33,6.31,9.68,"2",1,10.49,26.61,0,"12","2","2",0,0,8,78,9,"1",10.6,"0","2","0","1"
"3513",676.01,23.63,6.52,10.07,"1",1,10.47,31.54,0,"5","2","3",0,0,8,76.3,20,"4",11,"0","1","0","1"
"3514",630.83,23.28,6.45,10.01,"2",1,9.49,10.46,0,"12","1","3",1,1,5,51.1,14,"0",10.93,"1","3","0","1"
"3515",428.28,20.49,6.22,9.68,"1",1,9.51,33.53,0,"11","2","3",1,0,8,97.2,16,"0",10.98,"2","2","0","1"
"3516",579,18.75,6.36,9.67,"1",1,9.56,27.5,0,"3","2","3",1,1,8,72.9,27,"2",10.6,"2","2","0","1"
"3517",363.99,18.49,5.9,9.21,"1",1,9.64,21.07,0,"5","1","3",0,1,13,70.6,31,"4",10.86,"2","3","0","1"
"3518",365.23,6.03,6.62,9.39,"2",1,9.49,30.59,0,"12","2","0",0,1,7,33.3,17,"2",10.48,"1","3","0","1"
"3519",333.59,18.49,5.81,9.47,"1",1,9.76,20.42,0,"5","2","3",1,1,16,40.3,28,"2",10.97,"2","3","0","1"
"3520",299.43,15.31,5.7,9.06,"2",1,10.43,11.75,0,"2","2","2",1,1,14,71.1,32,"4",12.39,"1","3","2","1"
"3521",814.43,21.98,6.7,10.29,"0",1,10.27,25.6,0,"11","2","3",0,1,10,86.3,24,"3",11.28,"0","3","0","1"
"3522",1073.62,17.27,7.7,10.31,"1",1,10.67,18.36,0,"1","2","2",1,0,17,64.4,31,"2",11.61,"2","2","0","1"
"3523",535.74,13.11,6.28,9.67,"1",1,11.06,17.26,1,"7","2","1",0,1,17,52.4,36,"2",11.78,"0","3","0","1"
"3524",358.57,13.11,5.88,9.27,"1",1,9.23,27.64,0,"10","2","1",0,1,12,80.3,20,"0",10.34,"2","2","0","1"
"3525",562.51,21.98,6.33,9.92,"2",1,8.46,17.65,0,"1","1","3",1,1,8,73.5,22,"0",11.35,"1","3","2","1"
"3526",691.89,16.29,6.54,9.88,"1",1,9.15,19.02,1,"1","2","2",1,0,7,52.2,22,"1",10.81,"1","2","1","1"
"3527",192.73,11.14,5.26,8.68,"1",1,8.76,10.3,0,"2","2","1",0,0,5,40.3,11,"2",10.28,"0","2","1","1"
"3528",841.41,15.8,6.74,10.09,"2",1,9.44,7.65,1,"10","2","2",1,1,6,49.3,22,"0",11.35,"1","3","0","1"
"3529",169.69,12.12,5.13,8.54,"1",1,10.13,18.01,0,"12","2","1",1,0,14,84.4,41,"1",11.42,"2","2","1","1"
"3530",171.11,14.09,5.14,8.52,"2",1,7.14,12.78,1,"3","2","1",1,1,7,50.4,17,"3",11,"2","3","1","1"
"3531",368.74,19.72,5.91,9.55,"1",1,9.88,27.83,0,"8","2","3",0,0,17,77.8,30,"0",11.11,"0","2","0","1"
"3532",133.09,12.12,4.89,8.29,"1",1,8.52,26.15,0,"2","2","1",1,0,9,51,25,"1",10.4,"0","2","1","1"
"3533",253.19,19.05,3.55,9.19,"1",1,9,17.62,0,"8","1","3",1,0,6,72.7,12,"1",10.83,"0","2","0","1"
"3534",969.4,23.63,6.88,10.43,"1",1,9.9,12.01,0,"1","2","3",0,1,11,64.6,27,"3",11.35,"0","3","0","1"
"3535",337.47,13.11,5.82,9.21,"1",1,9.27,15.69,0,"3","2","1",0,0,5,81.6,11,"4",10.57,"0","2","1","1"
"3536",635.29,13.11,6.45,9.84,"1",1,9.02,12.13,0,"8","1","1",0,0,17,31,24,"0",10.78,"1","2","1","1"
"3537",193.59,11.14,5.27,9.09,"2",1,9.71,10.13,0,"8","2","1",1,1,7,30.9,21,"3",11.72,"1","3","2","1"
"3538",344.46,11.14,5.84,9.26,"0",1,9.75,15.28,0,"12","2","1",1,0,13,41.2,28,"4",11.7,"0","2","1","1"
"3539",556.56,15.8,5.73,9.67,"1",1,9.3,19.29,0,"8","2","2",1,1,10,77.8,23,"4",10.6,"1","3","0","1"
"3540",782.32,21.49,6.66,10.26,"2",1,8.77,6.4,1,"10","2","3",1,1,17,24.6,33,"3",11.2,"1","3","0","1"
"3541",621.88,22.47,5.74,10.01,"1",1,9.69,19.77,0,"5","2","3",0,0,7,88.6,16,"1",11.41,"1","2","2","1"
"3542",252.43,15.8,5.53,8.88,"1",1,9.09,25.32,0,"12","1","2",1,1,13,37.7,28,"4",10.6,"1","3","1","1"
"3543",342.22,14.09,6.53,9.21,"1",1,9.32,25.55,1,"11","2","1",1,1,13,59.4,30,"0",10.93,"0","3","0","1"
"3544",347.61,18.49,5.85,9.16,"1",1,9.42,19.64,0,"11","2","3",1,1,15,47.9,30,"2",11,"0","3","2","1"
"3545",261.54,13.11,5.57,8.96,"1",1,10.13,22.59,0,"6","2","1",1,1,13,54.9,28,"2",10.81,"2","3","0","1"
"3546",343.39,14.33,3.32,9.21,"2",1,9.85,11.18,1,"11","2","2",0,1,10,65.5,31,"4",11.05,"1","3","0","1"
"3547",191.64,14.09,5.26,8.63,"1",1,8.18,15.83,0,"5","2","1",1,0,10,61.3,16,"4",10.58,"1","2","1","1"
"3548",283.84,18.75,5.36,9.31,"1",1,8.97,25.88,0,"12","2","3",1,0,9,74.7,27,"0",11.1,"0","2","0","1"
"3549",646.01,18.49,6.47,10.13,"1",1,8.66,6.76,0,"2","2","3",1,0,10,14.1,41,"4",11.05,"2","3","0","1"
"3550",762.31,15.31,6.64,10.37,"1",1,10.49,14.15,0,"11","2","2",1,1,8,48.6,14,"2",11.29,"1","3","0","1"
"3551",956.42,21.98,7.09,10.13,"2",1,8.69,14.8,1,"10","1","3",0,0,6,74.9,20,"1",11.53,"0","2","2","1"
"3552",432.45,17.77,6.37,9.39,"1",1,9.35,8.04,0,"10","1","3",1,0,8,69.5,13,"1",11,"0","2","1","1"
"3553",594.24,15.8,6.39,9.74,"1",1,8.95,17.24,0,"8","2","2",1,0,11,42.3,20,"1",11.25,"1","2","1","1"
"3554",508.98,19.05,6.23,9.88,"1",1,10.43,31.62,0,"11","2","3",0,1,10,59.3,28,"3",10.82,"0","2","0","1"
"3555",314.42,12.12,5.75,9.15,"2",1,8.57,26.83,0,"1","0","1",0,0,9,46.8,13,"2",10.24,"1","2","1","1"
"3556",343.39,14.33,5.84,9.21,"1",1,9.12,18.84,0,"7","2","2",1,0,19,59.1,27,"4",11.11,"2","2","1","1"
"3557",844.86,22.95,6.74,10.31,"1",1,11.02,27.69,0,"12","2","3",1,0,7,93.5,13,"1",11.54,"0","1","2","1"
"3558",250.33,7.9,5.52,8.99,"1",1,9.04,19.94,0,"11","1","0",1,1,13,49.6,30,"2",10.82,"1","3","1","1"
"3559",341.56,18.75,5.83,9.14,"1",1,8.82,7.87,0,"12","2","3",0,0,3,71.4,6,"1",10.82,"1","2","1","1"
"3560",199.63,12.12,5.3,8.7,"1",1,9.03,29.78,0,"4","2","1",0,0,9,58.7,18,"4",10.82,"0","2","1","1"
"3561",909.97,18.49,6.81,10.13,"1",1,10.29,25.04,0,"7","2","3",0,1,17,92.4,51,"0",11.35,"0","3","0","1"
"3562",363.08,17.77,5.89,9.22,"2",1,8.89,6.14,0,"3","1","3",1,0,9,67.5,13,"1",10.82,"0","2","2","1"
"3563",387.4,17.77,5.96,9.28,"1",1,9.35,27.86,0,"7","2","3",0,0,8,77.7,20,"0",10.37,"1","2","0","1"
"3564",119.78,12.12,4.79,8.19,"0",1,8.34,5.79,1,"7","2","1",0,1,10,62.6,11,"3",10.71,"0","1","1","1"
"3565",266.18,12.12,5.58,8.99,"1",1,9.11,12.48,0,"12","1","1",0,0,5,63.3,8,"0",10.31,"1","2","1","1"
"3566",259.72,21,5.56,9.17,"1",1,10.11,28.71,0,"1","2","3",1,1,14,52.1,63,"3",11.16,"1","3","0","1"
"3567",174.09,15.31,5.85,8.52,"1",1,9.25,17.37,0,"1","2","2",0,0,3,58.2,8,"3",9.95,"0","2","2","1"
"3568",946.87,21,6.85,10.46,"1",1,8.92,21.48,0,"3","2","3",1,0,15,48.3,36,"3",11.41,"0","2","0","1"
"3569",794.99,20.49,6.68,10.3,"1",1,10.96,23.94,0,"7","2","3",0,1,12,75.8,24,"1",11.23,"1","3","0","1"
"3570",407.56,15.8,6.01,9.36,"1",1,8.93,33.02,0,"1","2","2",1,0,12,92.2,22,"4",11,"0","2","0","1"
"3571",303.02,18.49,5.71,9.03,"1",1,8.86,20.44,0,"8","2","3",1,1,7,64.6,10,"1",10.31,"1","2","1","1"
"3572",290.55,15.8,5.67,9.39,"2",1,10.16,21,0,"5","2","2",1,1,11,54.3,22,"1",11.46,"2","1","2","1"
"3573",677.44,13.11,6.52,10.3,"2",1,8.93,8.22,0,"4","2","1",0,1,7,25.9,17,"0",11.35,"0","3","0","1"
"3574",545.99,18.49,6.3,9.62,"2",1,9.72,5.17,0,"10","2","3",1,0,8,61.9,9,"0",11.31,"1","2","1","1"
"3575",299.45,12.12,5.7,9.1,"2",1,11.62,9.27,0,"12","2","1",0,1,13,90,41,"3",12.12,"2","3","2","1"
"3576",92.12,6.62,4.52,8.01,"2",1,7.73,8.77,0,"12","2","0",0,0,8,22,10,"1",11.34,"0","2","2","1"
"3577",435.23,6.03,6.08,9.57,"1",1,9.26,17.51,0,"10","2","0",0,1,9,20.1,18,"4",10.5,"0","3","1","1"
"3578",318.58,15.31,5.76,9.12,"1",1,8.41,14.19,0,"11","1","2",0,0,8,55.3,11,"1",10.71,"0","2","1","1"
"3579",701.17,15.8,6.55,9.9,"1",1,9.6,27.43,0,"5","2","2",1,1,11,67.6,22,"4",11.35,"1","3","0","1"
"3580",652.67,21,6.48,10.09,"2",1,9.91,10.22,0,"11","1","3",1,1,9,53.9,10,"1",11.03,"0","3","2","1"
"3581",582.38,18.49,6.37,9.68,"1",1,8.09,17.69,1,"10","2","3",1,1,7,53.5,30,"3",10.65,"2","3","0","1"
"3582",124.65,7.62,4.83,8.29,"1",1,8.41,9.33,0,"10","2","0",1,0,9,25.6,17,"0",10.31,"2","1","1","1"
"3583",870,19.72,6.21,10.06,"0",1,10.02,12.39,0,"5","2","3",0,1,13,96.4,29,"3",11.08,"1","3","2","1"
"3584",34.23,14.09,3.53,6.91,"0",1,7.18,1.37,0,"6","0","1",1,0,3,43.7,4,"1",10.95,"0","2","1","1"
"3585",666.38,19.72,6.5,9.8,"0",1,9.56,11.42,0,"12","2","3",1,1,11,85.8,13,"1",11.31,"2","3","1","1"
"3586",176.51,16.29,5.17,8.52,"2",1,8.63,11.84,0,"7","1","2",1,1,12,37.4,43,"1",10.55,"1","3","2","1"
"3587",208.91,15.31,5.34,8.7,"1",1,9.86,14.91,0,"12","1","2",0,0,9,89.3,18,"0",10.62,"1","2","2","1"
"3588",539.96,13.11,6.29,9.68,"0",1,9.76,6.23,0,"8","2","1",0,0,7,63.8,11,"1",11.18,"1","2","1","1"
"3589",192.98,12.12,5.26,8.67,"1",1,7.32,3.66,1,"8","2","1",0,0,7,20.9,26,"1",9.9,"0","2","2","1"
"3590",510.33,23.28,6.24,9.8,"1",1,9.44,24.67,0,"4","1","3",1,0,5,97.9,22,"3",10.71,"1","2","0","1"
"3591",637.47,21.49,6.46,10.06,"1",1,10.26,22.21,0,"4","2","3",0,0,5,69.1,13,"0",10.98,"2","2","0","1"
"3592",247.21,15.31,5.51,8.87,"1",1,9.27,15.85,0,"4","2","2",0,0,10,82.1,14,"0",10.28,"1","2","0","1"
"3593",619.28,18.75,6.44,10.09,"1",1,9.25,8.08,0,"5","1","3",1,1,7,67.3,18,"3",11.29,"1","3","2","1"
"3594",360.38,17.77,5.91,9.21,"1",1,9.55,17.33,0,"6","2","3",1,1,16,65.5,31,"2",11.4,"1","3","2","1"
"3595",157.26,12.12,5.06,8.86,"2",1,7.98,17.32,0,"11","2","1",1,1,7,15.7,13,"4",11.08,"2","3","2","1"
"3596",264.09,11.14,6.27,8.99,"0",1,9.11,24.48,0,"12","1","1",0,0,18,26.4,42,"4",10.31,"0","2","1","1"
"3597",605.76,13.11,5.71,9.8,"2",1,10.53,24.37,0,"10","2","1",1,1,10,52.1,17,"4",10.8,"2","3","0","1"
"3598",536.08,18.75,6.28,9.59,"1",1,9.58,31.72,0,"3","1","3",1,0,19,82.1,24,"1",10.52,"1","2","0","1"
"3599",217.34,11.14,5.38,8.8,"2",1,8.16,18.86,1,"5","1","1",0,0,8,44.2,14,"1",10.24,"0","2","1","1"
"3600",727.98,18.49,6.59,9.9,"1",1,9.76,24.16,0,"4","2","3",1,1,12,44,23,"2",10.98,"2","3","0","1"
"3601",572.09,17.77,6.35,9.67,"2",1,9.06,23.97,1,"12","1","3",0,0,12,69,19,"1",10.6,"0","2","1","1"
"3602",421.42,19.72,6.04,9.68,"1",1,8.1,16.6,0,"8","2","3",1,1,8,94.3,22,"2",11.74,"2","3","2","1"
"3603",367.88,14.09,5.91,9.28,"1",1,8.89,24.46,0,"2","0","1",0,0,6,76.9,8,"1",10.34,"1","1","1","1"
"3604",262.45,11.14,5.57,8.99,"1",1,9.44,12.38,0,"11","2","1",0,0,4,59,13,"0",11,"1","2","2","1"
"3605",395.31,11.14,5.98,9.4,"0",1,9.4,7.05,0,"10","2","1",0,0,8,80.4,9,"0",11.29,"1","2","1","1"
"3606",617.32,16.29,6.43,10.14,"1",1,7.89,4.14,0,"4","2","2",1,0,6,14.8,13,"1",11.35,"0","3","0","1"
"3607",1041.92,18.49,6.95,10.26,"1",1,10.11,22.15,0,"1","2","3",1,1,16,61.7,41,"2",11.18,"0","3","0","1"
"3608",976.04,22.47,6.88,10.46,"1",1,8.96,30.06,0,"8","2","3",0,0,14,61.6,44,"4",11.39,"1","3","0","1"
"3609",372.65,12.12,5.92,9.32,"0",1,10.36,20.7,0,"4","2","1",0,1,12,83.7,41,"0",11.23,"2","3","0","1"
"3610",590.5,11.14,6.38,9.8,"1",1,8.47,12.29,0,"7","2","1",0,1,14,27.8,24,"3",10.74,"0","3","1","1"
"3611",536.81,17.27,6.29,9.62,"2",1,9.65,8.43,0,"6","2","2",1,0,7,91.3,17,"1",12.01,"1","2","1","1"
"3612",410.58,18.49,6.02,9.68,"1",1,9.42,25.24,0,"1","2","3",0,1,9,81.9,27,"3",11.1,"2","3","0","1"
"3613",501.03,17.27,6.22,9.55,"2",1,8.5,12.76,0,"10","2","2",1,1,9,63.9,17,"1",11.78,"1","3","2","1"
"3614",282.27,18.49,5.64,9.31,"2",1,9.23,28.67,1,"10","2","3",0,1,8,85.4,32,"0",10.89,"2","3","0","1"
"3615",243.26,17.77,5.49,8.82,"1",1,8.49,25.73,1,"6","1","3",1,0,8,71.7,18,"4",10.13,"0","2","0","1"
"3616",547.55,14.09,7.64,9.68,"2",1,10.82,22.83,0,"1","2","1",1,1,16,67.1,38,"3",11.35,"2","3","0","1"
"3617",373.98,11.14,5.92,9.34,"0",1,9.89,23.48,0,"6","2","1",0,0,9,73.3,27,"1",10.78,"1","2","1","1"
